               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.021469,           0.0075505,          0.00085863,             0.88064,             0.65591,             0.71178,             0.52438,            0.024438,           0.0097616,           0.0051309,            0.005149,            0.005149,            0.005149
                 100,            0.022197,           0.0074095,          0.00093242,             0.86479,             0.65591,             0.70757,             0.52192,            0.024299,           0.0097796,           0.0050372,           0.0050995,           0.0050995,           0.0050995
                 101,            0.021338,           0.0075037,          0.00080792,             0.88079,             0.64711,             0.70513,             0.52123,            0.024389,            0.010063,           0.0052501,             0.00505,             0.00505,             0.00505
                 102,            0.020863,            0.007411,          0.00069898,             0.86194,             0.65859,              0.6995,             0.51768,            0.024292,           0.0095326,           0.0056226,           0.0050005,           0.0050005,           0.0050005
                 103,            0.021111,           0.0073185,          0.00078206,             0.87654,             0.65571,              0.7085,             0.52579,             0.02437,           0.0098881,           0.0048873,            0.004951,            0.004951,            0.004951
                 104,            0.021616,           0.0074505,          0.00082867,              0.8603,             0.64867,              0.7059,             0.52437,            0.024423,            0.009843,           0.0047664,           0.0049015,           0.0049015,           0.0049015
                 105,            0.020734,           0.0073397,          0.00071998,             0.88032,             0.64611,             0.69888,             0.52001,            0.024366,           0.0097576,           0.0047227,            0.004852,            0.004852,            0.004852
                 106,            0.020989,            0.007269,          0.00062831,             0.92312,             0.64417,             0.69649,             0.51903,            0.024366,           0.0098295,           0.0053191,           0.0048025,           0.0048025,           0.0048025
                 107,            0.021049,           0.0071398,           0.0008026,             0.89359,             0.63869,             0.69802,             0.52175,            0.024472,            0.010157,           0.0051555,            0.004753,            0.004753,            0.004753
                 108,            0.020699,           0.0073635,          0.00077611,             0.88522,             0.63698,             0.69562,             0.52078,            0.024623,            0.010066,           0.0052538,           0.0047035,           0.0047035,           0.0047035
                 109,            0.020696,           0.0069959,          0.00077257,              0.8957,             0.63859,             0.69803,             0.51974,            0.024627,            0.009876,           0.0053746,            0.004654,            0.004654,            0.004654
                 110,            0.020531,           0.0070159,          0.00075258,             0.88508,             0.64979,             0.69988,             0.52046,              0.0246,           0.0099175,           0.0054677,           0.0046045,           0.0046045,           0.0046045
                 111,            0.020025,           0.0070573,          0.00071923,             0.88059,              0.6465,             0.70785,             0.52453,             0.02466,           0.0099488,           0.0055769,            0.004555,            0.004555,            0.004555
                 112,            0.020482,           0.0073041,          0.00070274,             0.90657,              0.6343,             0.69794,             0.52036,            0.024628,            0.009968,           0.0057601,           0.0045055,           0.0045055,           0.0045055
                 113,             0.02098,           0.0074405,          0.00072292,             0.89135,             0.64544,             0.70197,             0.52256,            0.024624,            0.010048,           0.0053523,            0.004456,            0.004456,            0.004456
                 114,            0.020443,           0.0067576,          0.00065772,             0.89729,             0.64466,             0.70646,             0.52589,            0.024605,            0.010045,           0.0051342,           0.0044065,           0.0044065,           0.0044065
                 115,            0.020622,           0.0068998,          0.00079274,             0.89677,             0.65407,             0.70979,             0.52596,            0.024736,            0.010195,           0.0052701,            0.004357,            0.004357,            0.004357
                 116,            0.020598,           0.0070335,          0.00073167,               0.873,             0.65229,             0.70878,             0.52522,            0.024712,            0.010239,           0.0050506,           0.0043075,           0.0043075,           0.0043075
                 117,            0.020265,           0.0070195,          0.00069816,             0.86455,             0.66166,             0.71152,             0.53013,            0.024642,            0.010113,           0.0050937,            0.004258,            0.004258,            0.004258
                 118,            0.019886,           0.0069451,          0.00069394,             0.86341,             0.65753,             0.70948,             0.52897,            0.024575,            0.010013,            0.005186,           0.0042085,           0.0042085,           0.0042085
                 119,            0.020352,           0.0068251,          0.00067061,             0.89351,             0.64438,             0.70993,             0.52709,            0.024579,           0.0099858,           0.0053698,            0.004159,            0.004159,            0.004159
                 120,            0.020242,           0.0069623,          0.00072734,             0.92157,             0.63992,             0.71423,              0.5288,            0.024622,           0.0099828,            0.005367,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019866,           0.0068395,          0.00057495,              0.9135,             0.64264,             0.71376,              0.5257,            0.024679,            0.010116,           0.0056931,             0.00406,             0.00406,             0.00406
                 122,             0.02028,           0.0072134,          0.00061618,             0.92138,             0.64684,             0.71371,             0.52471,            0.024772,            0.010134,           0.0055508,           0.0040105,           0.0040105,           0.0040105
                 123,            0.020734,           0.0070169,          0.00073897,             0.90201,             0.64772,             0.71145,             0.52743,            0.024685,            0.010182,           0.0054828,            0.003961,            0.003961,            0.003961
                 124,            0.020454,           0.0069661,          0.00063135,             0.91345,              0.6445,             0.71181,             0.52492,            0.024565,            0.010253,             0.00553,           0.0039115,           0.0039115,           0.0039115
                 125,            0.020337,           0.0069923,          0.00067517,             0.91237,             0.64316,             0.70896,             0.52546,            0.024534,            0.010425,           0.0055376,            0.003862,            0.003862,            0.003862
                 126,             0.01968,            0.006997,          0.00068729,              0.9141,             0.64234,             0.70899,             0.52497,            0.024582,            0.010423,            0.005597,           0.0038125,           0.0038125,           0.0038125
                 127,            0.019754,           0.0068085,          0.00062895,             0.90333,             0.64584,             0.70561,               0.522,            0.024546,             0.01036,           0.0054784,            0.003763,            0.003763,            0.003763
                 128,            0.019644,           0.0068179,          0.00068577,             0.89995,             0.64706,             0.69927,             0.52015,            0.024587,            0.010413,           0.0055395,           0.0037135,           0.0037135,           0.0037135
                 129,            0.019921,           0.0067398,          0.00060086,             0.88747,             0.64446,             0.69784,             0.51955,            0.024566,            0.010482,           0.0056369,            0.003664,            0.003664,            0.003664
                 130,            0.019889,           0.0067545,           0.0006231,             0.88122,              0.6402,             0.69552,             0.52114,            0.024525,            0.010483,           0.0058453,           0.0036145,           0.0036145,           0.0036145
                 131,            0.020266,           0.0069765,          0.00074136,             0.87422,             0.64839,             0.70156,             0.52397,            0.024452,            0.010545,           0.0061877,            0.003565,            0.003565,            0.003565
                 132,              0.0197,           0.0066664,          0.00056641,              0.9011,             0.63503,             0.70472,               0.526,            0.024434,             0.01059,           0.0061575,           0.0035155,           0.0035155,           0.0035155
                 133,            0.019616,           0.0069019,          0.00055776,             0.90247,             0.63742,             0.70826,             0.52853,            0.024391,            0.010514,             0.00598,            0.003466,            0.003466,            0.003466
                 134,            0.019873,           0.0065712,          0.00076659,             0.90373,             0.64371,             0.70821,             0.52648,            0.024412,            0.010493,           0.0059347,           0.0034165,           0.0034165,           0.0034165
                 135,            0.019933,           0.0069822,          0.00082021,             0.91254,             0.64438,             0.71062,             0.52626,            0.024378,            0.010481,           0.0056708,            0.003367,            0.003367,            0.003367
                 136,            0.019703,           0.0068536,          0.00077022,             0.91788,             0.64752,              0.7122,             0.52757,            0.024336,            0.010411,           0.0053399,           0.0033175,           0.0033175,           0.0033175
                 137,             0.01976,           0.0070586,          0.00074297,             0.91103,               0.648,             0.71259,             0.52822,            0.024327,            0.010301,           0.0052298,            0.003268,            0.003268,            0.003268
                 138,             0.01976,           0.0067306,           0.0007129,             0.89164,             0.66382,             0.71569,             0.52723,            0.024347,             0.01025,           0.0052666,           0.0032185,           0.0032185,           0.0032185
                 139,            0.019987,           0.0070105,          0.00066628,             0.89588,             0.66115,             0.71643,             0.52829,            0.024344,            0.010168,           0.0052547,            0.003169,            0.003169,            0.003169
                 140,            0.019474,            0.006788,          0.00069722,             0.89621,             0.66519,             0.71623,             0.52677,             0.02435,            0.010191,           0.0051753,           0.0031195,           0.0031195,           0.0031195
                 141,            0.019253,           0.0066468,          0.00064795,             0.89798,             0.66437,             0.71318,             0.52548,            0.024403,            0.010203,           0.0052157,             0.00307,             0.00307,             0.00307
                 142,            0.019914,           0.0071147,          0.00065917,             0.91743,             0.65456,             0.71174,             0.52355,            0.024392,             0.01022,           0.0051051,           0.0030205,           0.0030205,           0.0030205
                 143,             0.01945,           0.0069818,          0.00080415,             0.91015,              0.6546,             0.71062,             0.52315,            0.024399,            0.010193,           0.0050196,            0.002971,            0.002971,            0.002971
                 144,            0.019169,           0.0066002,          0.00070276,             0.92326,             0.65347,             0.71156,             0.52298,            0.024393,            0.010213,           0.0050203,           0.0029215,           0.0029215,           0.0029215
                 145,            0.018902,           0.0064716,           0.0005024,             0.91665,             0.65323,             0.71293,             0.52411,             0.02442,            0.010292,           0.0051257,            0.002872,            0.002872,            0.002872
                 146,             0.01955,           0.0065918,          0.00067478,             0.93494,              0.6482,             0.71318,             0.52414,             0.02443,            0.010304,           0.0052279,           0.0028225,           0.0028225,           0.0028225
                 147,            0.019231,           0.0064965,          0.00071031,             0.93265,             0.64733,             0.71409,             0.52497,            0.024472,            0.010286,           0.0052684,            0.002773,            0.002773,            0.002773
                 148,            0.018743,           0.0063981,            0.000632,             0.93865,             0.65162,             0.71563,             0.52633,            0.024483,            0.010291,           0.0052713,           0.0027235,           0.0027235,           0.0027235
                 149,            0.019545,           0.0066816,           0.0006029,             0.93636,               0.651,             0.71506,             0.52679,            0.024492,            0.010295,           0.0052443,            0.002674,            0.002674,            0.002674
                 150,            0.019046,           0.0067113,          0.00059595,             0.93612,             0.65323,             0.71731,             0.52843,            0.024484,            0.010328,           0.0052099,           0.0026245,           0.0026245,           0.0026245
                 151,            0.018778,           0.0065687,          0.00058911,             0.93665,             0.65256,             0.71915,             0.52967,            0.024459,            0.010375,           0.0052271,            0.002575,            0.002575,            0.002575
                 152,            0.019049,            0.006549,          0.00064806,             0.93774,             0.65179,             0.71989,             0.53102,            0.024467,            0.010399,           0.0053028,           0.0025255,           0.0025255,           0.0025255
                 153,            0.018391,           0.0062102,          0.00058117,             0.93809,             0.65191,             0.71909,             0.53172,            0.024487,             0.01042,           0.0053327,            0.002476,            0.002476,            0.002476
                 154,            0.018611,           0.0065313,          0.00061903,             0.92978,             0.65167,              0.7208,             0.53266,            0.024524,            0.010432,           0.0052902,           0.0024265,           0.0024265,           0.0024265
                 155,            0.018599,           0.0062933,           0.0005847,             0.93356,             0.64825,             0.72015,             0.53247,            0.024532,            0.010436,           0.0052778,            0.002377,            0.002377,            0.002377
                 156,            0.018612,           0.0062292,          0.00071831,              0.9396,             0.64892,             0.72039,             0.53222,            0.024544,            0.010425,           0.0052699,           0.0023275,           0.0023275,           0.0023275
                 157,            0.018805,           0.0066857,          0.00060289,             0.94286,             0.64672,             0.72047,             0.53239,            0.024548,            0.010458,           0.0052755,            0.002278,            0.002278,            0.002278
                 158,            0.018407,           0.0062319,          0.00066558,              0.9375,              0.6476,             0.72009,             0.53307,            0.024565,            0.010486,           0.0052867,           0.0022285,           0.0022285,           0.0022285
                 159,            0.018578,           0.0064889,           0.0006239,             0.93942,             0.64827,             0.71881,             0.53238,            0.024586,            0.010502,           0.0052851,            0.002179,            0.002179,            0.002179
                 160,             0.01874,           0.0063768,          0.00063192,             0.93554,              0.6476,             0.71865,             0.53257,             0.02458,             0.01051,           0.0052884,           0.0021295,           0.0021295,           0.0021295
                 161,            0.018564,           0.0062711,          0.00058844,             0.91964,             0.65142,             0.71848,              0.5319,            0.024578,            0.010543,           0.0053432,             0.00208,             0.00208,             0.00208
                 162,            0.018611,           0.0066321,          0.00047955,             0.94673,             0.63965,             0.71731,             0.53211,            0.024585,            0.010578,           0.0053859,           0.0020305,           0.0020305,           0.0020305
                 163,            0.017738,           0.0062705,          0.00053277,             0.95324,             0.63662,             0.71621,             0.53095,            0.024569,            0.010582,           0.0054026,            0.001981,            0.001981,            0.001981
                 164,            0.018137,           0.0060933,          0.00050722,             0.95245,             0.64172,              0.7162,             0.53082,            0.024576,            0.010605,           0.0054663,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017983,           0.0059588,           0.0005086,             0.94652,             0.64233,             0.71639,             0.52996,            0.024587,            0.010622,           0.0054939,            0.001882,            0.001882,            0.001882
                 166,            0.018589,             0.00634,          0.00055003,             0.94623,             0.64218,             0.71674,             0.53079,            0.024593,            0.010638,           0.0055293,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018189,           0.0062191,          0.00045452,             0.94615,             0.64143,             0.71642,             0.53158,            0.024603,            0.010654,           0.0055654,            0.001783,            0.001783,            0.001783
                 168,             0.01776,            0.006266,          0.00053752,             0.92742,             0.64343,             0.71639,             0.53176,            0.024605,            0.010666,            0.005572,           0.0017335,           0.0017335,           0.0017335
                 169,            0.017451,            0.006375,          0.00055151,             0.92616,             0.64358,             0.71518,             0.53096,            0.024606,            0.010668,           0.0056212,            0.001684,            0.001684,            0.001684
                 170,            0.017603,           0.0062089,          0.00051853,              0.9142,              0.6451,             0.71484,              0.5299,            0.024616,             0.01068,           0.0056417,           0.0016345,           0.0016345,           0.0016345
                 171,            0.018125,           0.0063344,          0.00045568,             0.91632,             0.64276,             0.71453,             0.52927,            0.024624,            0.010692,            0.005662,            0.001585,            0.001585,            0.001585
                 172,            0.018129,           0.0062313,          0.00047574,             0.92178,             0.64343,             0.71553,              0.5285,            0.024629,            0.010708,           0.0056799,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017334,           0.0058504,           0.0005069,             0.88844,             0.65472,             0.71559,             0.52957,            0.024638,            0.010715,           0.0056802,            0.001486,            0.001486,            0.001486
                 174,            0.017378,           0.0061646,          0.00055765,             0.88642,             0.65524,              0.7153,             0.52988,            0.024643,            0.010724,           0.0057089,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017551,           0.0061059,          0.00049464,             0.88969,             0.65524,             0.71451,             0.52867,            0.024653,            0.010729,           0.0057565,            0.001387,            0.001387,            0.001387
                 176,              0.0173,           0.0060374,          0.00052109,             0.88881,             0.65524,             0.71439,             0.52971,            0.024661,             0.01074,           0.0058054,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017868,           0.0061214,          0.00048911,             0.88909,             0.65457,             0.71418,             0.52905,            0.024674,            0.010751,           0.0058494,            0.001288,            0.001288,            0.001288
                 178,            0.017275,           0.0059362,          0.00047408,             0.89377,              0.6517,             0.71407,             0.52914,            0.024686,            0.010754,           0.0058907,           0.0012385,           0.0012385,           0.0012385
                 179,            0.017525,           0.0061421,          0.00041858,             0.91678,             0.64505,             0.71451,             0.52882,            0.024697,            0.010761,           0.0059288,            0.001189,            0.001189,            0.001189
                 180,            0.017304,           0.0059624,             0.00051,              0.9147,             0.64733,             0.71414,             0.52842,            0.024706,            0.010773,           0.0059549,           0.0011395,           0.0011395,           0.0011395
                 181,            0.017527,           0.0060854,           0.0004267,             0.92075,             0.64733,             0.71427,             0.52866,            0.024719,            0.010771,           0.0059875,             0.00109,             0.00109,             0.00109
                 182,            0.017508,           0.0059049,           0.0004253,             0.91943,             0.64744,             0.71402,              0.5287,            0.024728,            0.010779,           0.0060215,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017189,           0.0059847,          0.00043338,             0.91962,             0.64751,             0.71383,              0.5284,            0.024735,            0.010786,           0.0060448,            0.000991,            0.000991,            0.000991
                 184,            0.017523,           0.0059553,          0.00045939,             0.91866,             0.64961,             0.71375,             0.52828,            0.024743,            0.010799,           0.0060504,           0.0009415,           0.0009415,           0.0009415
                 185,            0.016871,           0.0059284,          0.00053301,             0.91536,             0.65095,             0.71386,             0.52845,            0.024759,            0.010818,            0.006067,            0.000892,            0.000892,            0.000892
                 186,            0.016636,           0.0058273,          0.00044563,             0.91552,             0.65095,             0.71459,              0.5289,            0.024769,            0.010829,           0.0060867,           0.0008425,           0.0008425,           0.0008425
                 187,            0.016617,            0.005593,           0.0004628,             0.91549,             0.65095,              0.7144,             0.52837,            0.024785,            0.010847,           0.0060977,            0.000793,            0.000793,            0.000793
                 188,            0.016749,           0.0058747,          0.00040941,             0.91732,             0.65095,             0.71417,             0.52883,            0.024788,            0.010858,            0.006115,           0.0007435,           0.0007435,           0.0007435
                 189,            0.017293,           0.0058758,           0.0004359,             0.91798,             0.65095,             0.71431,             0.52828,            0.024799,             0.01087,           0.0061266,            0.000694,            0.000694,            0.000694
                 190,            0.016877,           0.0059163,          0.00038699,             0.91896,             0.65095,             0.71409,             0.52768,            0.024808,            0.010882,           0.0061266,           0.0006445,           0.0006445,           0.0006445
                 191,            0.016689,           0.0057689,          0.00044434,             0.91943,             0.65025,             0.71388,             0.52778,            0.024821,            0.010894,           0.0061447,            0.000595,            0.000595,            0.000595
                 192,            0.016513,           0.0055815,           0.0003774,             0.92056,              0.6477,             0.71357,             0.52748,            0.024826,            0.010907,           0.0061657,           0.0005455,           0.0005455,           0.0005455
                 193,            0.016213,           0.0055504,          0.00040219,             0.91432,             0.64867,             0.71362,             0.52678,            0.024832,            0.010917,           0.0061844,            0.000496,            0.000496,            0.000496
                 194,            0.016589,           0.0056663,          0.00042733,             0.91111,             0.64867,             0.71362,             0.52668,            0.024843,             0.01093,            0.006193,           0.0004465,           0.0004465,           0.0004465
                 195,            0.016598,            0.005607,          0.00038983,             0.91043,             0.64638,              0.7135,             0.52618,            0.024855,            0.010942,            0.006201,            0.000397,            0.000397,            0.000397
                 196,            0.016087,           0.0057588,          0.00043566,             0.90729,             0.64425,             0.71335,             0.52646,            0.024864,            0.010953,           0.0062181,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016325,            0.005604,          0.00040738,             0.90732,             0.64477,             0.71342,             0.52659,            0.024876,            0.010966,            0.006232,            0.000298,            0.000298,            0.000298
                 198,            0.016716,           0.0057637,          0.00038148,             0.90725,             0.64507,             0.71344,             0.52635,            0.024889,            0.010979,           0.0062505,           0.0002485,           0.0002485,           0.0002485
                 199,            0.016861,            0.005874,          0.00038614,              0.9072,             0.64535,             0.71347,             0.52676,            0.024902,             0.01099,           0.0062645,            0.000199,            0.000199,            0.000199
